p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.37111210258193e-72	-0.9407842397015	0.056	0.136	4.08577695448391e-68	4	Ifitm1
1.05613349759302e-67	-0.708515883983646	0.562	0.572	3.14717220947745e-63	4	Ifitm2
1.45163507643885e-53	-1.30066412846588	0.106	0.179	4.32572736428013e-49	4	Arg1
2.31247113812174e-50	-0.717797722602912	0.286	0.356	6.89093274448897e-46	4	S100a10
2.44850021676461e-20	-1.0404648599419	0.075	0.111	7.29628579593685e-16	4	Lcn2
4.98652210027263e-20	-1.24814560731153	0.068	0.103	1.48593372066024e-15	4	H2-Aa
1.00726965779957e-14	-2.85270871359771	0.403	0.41	3.00156285327695e-10	4	S100a8
1.32188329044567e-11	-1.65485019898929	0.42	0.419	3.93908001719904e-07	4	Cd74
4.54946210703733e-10	-0.763620815383062	0.632	0.621	1.35569421327605e-05	4	Ccl6
3.7226786916817e-06	-1.21859676016142	0.224	0.184	0.110932102333423	4	H2-Ab1
0.000121871398681262	-0.804749792964325	0.58	0.54	1	4	Wfdc17
0.00558372854563562	-1.88850889438613	0.093	0.101	1	4	Retnlg
0	0.989731736125064	0.855	0.595	0	5	Ccl12
0	0.957221212911225	0.855	0.418	0	5	Stmn1
0	0.774516592439486	0.342	0.147	0	5	Ube2c
0	0.748492168825427	0.282	0.066	0	5	Cenpf
0	0.747947855811277	0.996	0.849	0	5	Tuba1b
0	0.70075235461065	0.327	0.095	0	5	Mki67
0	-0.706283903520379	0.98	0.975	0	5	H2-D1
0	-2.0292497741254	0.851	0.893	0	5	Lyz2
5.19646228699985e-293	-1.62934073937644	0.204	0.419	1.54849379690309e-288	5	S100a11
1.18886727259245e-287	-1.71902084224101	0.395	0.57	3.54270558559824e-283	5	Lgals3
1.2270882383341e-278	-1.68310766050703	0.383	0.557	3.6566002414118e-274	5	Wfdc17
5.62647142363384e-218	-0.814841092238251	0.118	0.31	1.67663221952865e-213	5	Ms4a7
2.05074777831404e-215	-0.747831099644197	0.068	0.255	6.111023304598e-211	5	Clec4d
1.70749816159427e-206	-1.9083887423441	0.227	0.393	5.08817377173475e-202	5	S100a6
4.62750808293795e-199	-0.696182262218519	0.721	0.748	1.37895113363468e-194	5	Plin2
1.06958373059546e-189	-0.917585918571931	0.829	0.836	3.18725255880142e-185	5	Cstb
1.11678840981328e-187	-0.783130226930511	0.074	0.243	3.3279177824026e-183	5	Cd24a
4.58890949811854e-184	-1.24843629710474	0.412	0.54	1.36744914134434e-179	5	Crip1
2.51726679409012e-172	-0.739522655601575	0.927	0.919	7.50120331970914e-168	5	Apoe
3.1032580079616e-170	-1.05676392192824	0.467	0.577	9.24739853792477e-166	5	Ifitm3
1.54276410135436e-169	-1.57662464168026	0.182	0.334	4.59728274562587e-165	5	Thbs1
8.11733086695223e-169	-0.783264654818056	0.556	0.633	2.41888342504309e-164	5	Fxyd5
1.55918009762942e-168	-0.960408666545275	0.517	0.576	4.64620077292592e-164	5	Msrb1
1.68590726928644e-158	-0.93278807187106	0.53	0.608	5.02383507174667e-154	5	Vim
1.93159562636444e-154	-0.760554347978135	0.083	0.233	5.7559618070034e-150	5	Clec4n
6.46753551809197e-153	-0.87360580055589	0.399	0.513	1.92726090903623e-148	5	Anxa2
3.73645961614154e-149	-0.899796279443785	0.494	0.597	1.11342760101402e-144	5	Lgals1
1.02063247284262e-148	-1.06463480054441	0.059	0.202	3.04138270582372e-144	5	AA467197
5.56180478118339e-128	-1.56627628723117	0.139	0.275	1.65736220674484e-123	5	Gpnmb
1.33748473398945e-125	-0.975824974282267	0.797	0.833	3.98557075881517e-121	5	Srgn
8.06920794108848e-121	-1.22382729948597	0.042	0.16	2.40454327436495e-116	5	Chil3
6.57553157439368e-118	-1.02217709644354	0.249	0.359	1.95944265385357e-113	5	S100a10
1.17494723171026e-102	-0.848041262745306	0.801	0.758	3.50122525577341e-98	5	Tmsb10
1.27924701203724e-99	-1.44475839166564	0.539	0.591	3.81202817116979e-95	5	Fabp5
2.32452568585216e-86	-0.731334789004438	0.528	0.575	6.92685409127087e-82	5	Ifitm2
1.65110426630553e-83	-0.882456496161312	0.189	0.286	4.92012560316385e-79	5	S100a4
1.80481140591625e-77	-1.67583613033929	0.088	0.18	5.37815750848984e-73	5	Arg1
1.99668600368049e-71	-0.776655651851022	0.051	0.135	5.94992462236749e-67	5	Slpi
5.37163573693253e-49	-1.27953312123805	0.278	0.34	1.60069373324852e-44	5	Pf4
3.82119498788657e-47	-0.935695647686082	0.083	0.15	1.13867789444032e-42	5	Plac8
4.10214281766608e-43	-3.05052799026575	0.363	0.414	1.22239753823631e-38	5	S100a8
5.09423229549599e-38	-0.699767884747527	0.511	0.506	1.51803028173485e-33	5	Tgfbi
7.68203535458725e-32	-0.913895378205408	0.081	0.133	2.28916971531346e-27	5	Ifitm1
7.62797106801649e-24	-1.4057372690071	0.658	0.619	2.27305909855823e-19	5	Ccl6
1.24854805978472e-17	-1.24500603935635	0.068	0.102	3.7205483633525e-13	5	H2-Aa
3.1572314201144e-07	-0.846147504994786	0.647	0.578	0.0094082339087989	5	Ccl9
0.00537999295592126	-0.983022723091551	0.101	0.109	1	5	Lcn2
0.00981516413458217	-3.06349235660939	0.338	0.322	1	5	S100a9
0	1.75855932050966	0.984	0.883	0	6	Lyz2
0	1.5621337092436	0.701	0.235	0	6	Gpnmb
0	1.46755863153746	0.943	0.252	0	6	Ms4a7
0	1.34416868931906	0.999	0.914	0	6	Apoe
0	0.846320896305128	0.807	0.485	0	6	Rgs1
0	0.788540603915135	0.825	0.525	0	6	Wfdc17
0	0.76718987660368	0.923	0.715	0	6	Bst2
0	0.756500991153072	0.828	0.439	0	6	AB124611
0	0.735316820228285	0.353	0.128	0	6	Gdf15
0	0.732640071604046	0.841	0.57	0	6	Fabp5
0	0.717139504895802	0.713	0.447	0	6	Gyg
0	0.712197164469945	0.72	0.368	0	6	Smpdl3a
0	-0.693236712020731	0.506	0.785	0	6	Itgam
0	-0.695139085030104	0.109	0.523	0	6	Phgdh
0	-0.69773347030654	0.989	0.936	0	6	Hexb
0	-0.71546538456614	0.371	0.685	0	6	Marcksl1
0	-0.75601596427894	0.481	0.772	0	6	Kctd12
0	-0.758283606841932	0.393	0.698	0	6	Nfkbiz
0	-0.778608854233819	0.616	0.823	0	6	Bin1
0	-0.787936087922031	0.753	0.859	0	6	Marcks
0	-0.834301503764905	0.793	0.908	0	6	Nfkbia
0	-0.868320552433648	0.144	0.545	0	6	Gpr84
0	-0.885331215097777	0.554	0.823	0	6	Basp1
0	-0.897175381233848	0.175	0.504	0	6	Lpl
0	-0.902680665752269	0.592	0.815	0	6	Ckb
0	-0.904976730110679	0.377	0.682	0	6	Gpr34
0	-0.956642574550494	0.277	0.671	0	6	Serpine2
0	-0.977489758873915	0.149	0.473	0	6	Crybb1
0	-1.03358579369651	0.649	0.837	0	6	Selplg
0	-1.06242845350189	0.126	0.553	0	6	Siglech
0	-1.10311259118347	0.906	0.953	0	6	Ctsl
0	-1.14999060362259	0.999	0.995	0	6	Cst3
0	-1.19170075115021	0.42	0.69	0	6	P2ry12
0	-1.38320369718955	0.275	0.638	0	6	Ccl12
0	-1.46449248515951	0.203	0.608	0	6	Ccl9
0	-1.51354107417688	0.571	0.852	0	6	Cd81
0	-1.75796497809325	0.348	0.64	0	6	Ccl6
0	-1.83424351641196	0.386	0.784	0	6	Sparc
4.94822989610293e-279	-0.752061200081884	0.724	0.775	1.47452302673971e-274	6	Olfml3
7.04262311872069e-263	-0.904925576355884	0.26	0.521	2.09863126314758e-258	6	Tnf
3.17688045006914e-231	-0.813743614128984	0.483	0.674	9.46678605316102e-227	6	Egr1
2.48620536641603e-229	-0.807364661022703	0.622	0.755	7.40864337138313e-225	6	Rhob
1.45600815742098e-217	-0.69618625110977	0.503	0.684	4.33875870829879e-213	6	Tmem119
4.61274495065765e-207	-0.731909382339654	0.29	0.518	1.37455186784647e-202	6	Il1a
1.73233334060687e-138	-1.03855638372225	0.333	0.516	5.16218012167442e-134	6	Ccl2
5.37626931278442e-109	-0.851614910570532	0.054	0.192	1.60207449251663e-104	6	Atp6v0c
4.8504998868624e-91	-0.849467065506684	0.254	0.43	1.44540046128613e-86	6	Cd74
3.15707278437464e-81	-0.895380178868041	0.044	0.152	9.40776119015798e-77	6	Plac8
1.15848887568056e-74	-0.796741579507384	0.62	0.387	3.45218100064049e-70	6	S100a11
1.23822393515189e-67	-1.13440678213464	0.026	0.114	3.68978350435912e-63	6	Lcn2
1.39615935028252e-61	-0.830310733288956	0.104	0.209	4.16041524790689e-57	6	Ccl7
3.04834027446741e-58	-0.910026805303812	0.048	0.134	9.08374918388542e-54	6	Ifitm1
8.95870525467299e-55	-0.738902382489269	0.323	0.431	2.66960457884e-50	6	Cxcl2
1.26922326153124e-50	-0.842829276022463	0.697	0.742	3.78215839703695e-46	6	Ccl4
8.35702590437782e-42	-3.02135854182973	0.231	0.33	2.49031014924555e-37	6	S100a9
1.62759582538423e-38	-1.94515643801785	0.041	0.104	4.85007280006247e-34	6	Retnlg
7.20983182119764e-22	-0.920477421788779	0.876	0.827	2.14845778439868e-17	6	Srgn
3.06299394451337e-15	-0.80380894165625	0.139	0.191	9.12741565525538e-11	6	H2-Ab1
4.96419889340789e-08	-1.0628762647602	0.219	0.17	0.00147928162824662	6	Arg1
0	1.14747102948595	0.966	0.833	0	7	Jun
0	1.10903652684985	0.897	0.646	0	7	Klf2
0	1.10569366986107	0.949	0.735	0	7	Rhob
0	1.05874153773115	0.933	0.73	0	7	Jund
0	1.05246588401726	0.931	0.646	0	7	Egr1
0	1.05004235686471	0.942	0.79	0	7	Klf6
0	1.04175743712949	0.971	0.787	0	7	Btg2
0	0.942168178717117	0.736	0.489	0	7	Il1a
0	0.921981202304221	0.958	0.788	0	7	Ier2
0	0.889227551119251	0.948	0.863	0	7	Fos
0	0.88040040032714	0.944	0.765	0	7	Ier5
0	0.87180401596327	0.994	0.961	0	7	Ubc
0	0.835984652488864	0.886	0.652	0	7	Marcksl1
0	0.820860181068521	0.991	0.96	0	7	Ddx5
0	0.819736884877707	0.714	0.509	0	7	Dnajb1
0	0.805475145705858	0.923	0.658	0	7	P2ry12
0	0.797624773999581	0.879	0.613	0	7	Icam1
0	0.785841343181639	0.917	0.716	0	7	Ccnl1
0	0.776514318216611	0.999	0.961	0	7	Junb
0	0.768569020909988	0.935	0.817	0	7	Zfp36
0	0.752508656185889	0.898	0.694	0	7	Wsb1
0	0.750280356665899	0.815	0.561	0	7	Ccr5
0	0.748579440641473	0.933	0.765	0	7	Tra2b
0	0.739968609740669	0.846	0.507	0	7	Siglech
0	0.73321024066047	0.901	0.666	0	7	Nfkbiz
0	0.732963186585026	0.921	0.658	0	7	Tmem119
0	0.725940173215078	0.768	0.535	0	7	Herpud1
0	0.725502474311597	0.897	0.698	0	7	Skil
0	0.721998940318913	0.83	0.618	0	7	Jmjd1c
0	0.694244278964352	0.877	0.697	0	7	Clk1
0	-0.706867680434036	0.75	0.916	0	7	Pkm
0	-0.717201746674947	0.761	0.937	0	7	Sem1
0	-0.735896083933032	0.716	0.9	0	7	Aldoa
0	-0.74653996570788	0.935	0.989	0	7	Sh3bgrl3
0	-0.749030083292773	0.578	0.836	0	7	Mif
0	-0.753963189150216	0.098	0.459	0	7	Iqgap1
0	-0.75890948087181	0.489	0.815	0	7	Tspo
0	-0.770270997155826	0.48	0.762	0	7	Plin2
0	-0.850873407682643	0.799	0.925	0	7	Prdx1
0	-0.869427624649789	0.23	0.651	0	7	Anxa5
0	-0.890494424592658	0.437	0.798	0	7	Txn1
0	-0.907738844626905	1	1	0	7	Ftl1
0	-0.988095054371505	0.235	0.619	0	7	Capg
0	-1.01049511905049	0.506	0.777	0	7	Tmsb10
0	-1.08892557600454	0.607	0.849	0	7	Cstb
0	-1.14213236791439	0.206	0.593	0	7	Ifitm2
0	-1.15517420034941	0.217	0.593	0	7	Msrb1
0	-1.1585930301267	1	1	0	7	Fth1
0	-1.23829007820575	0.095	0.528	0	7	Anxa2
0	-1.27318100107293	0.223	0.589	0	7	Ifitm3
0	-1.28253094167787	0.237	0.624	0	7	Vim
0	-1.29068625513093	0.204	0.652	0	7	Fxyd5
0	-1.52549032383255	0.159	0.552	0	7	Crip1
0	-1.70806332511277	0.063	0.422	0	7	S100a11
0	-1.87266439583867	0.277	0.606	0	7	Fabp5
0	-1.9138885593005	0.169	0.615	0	7	Lgals1
0	-1.98965991080001	0.41	0.743	0	7	Spp1
0	-2.01394584635766	0.15	0.567	0	7	Wfdc17
0	-2.05514286328619	0.073	0.399	0	7	S100a6
0	-2.26705789912706	0.748	0.898	0	7	Lyz2
0	-2.27569876507181	0.132	0.582	0	7	Lgals3
1.19565693635636e-291	-0.949835621650206	0.218	0.524	3.56293810464831e-287	7	Tgfbi
3.46577663551757e-279	0.729071461290308	0.699	0.542	1.03276677961788e-274	7	Tsc22d3
9.72030081419573e-278	1.03262879831238	0.795	0.711	2.89655243962219e-273	7	Atf3
2.19056850001721e-271	-1.12645283051886	0.08	0.366	6.52767507320128e-267	7	S100a10
2.63685220336146e-269	-0.708638298695086	0.296	0.607	7.85755588079683e-265	7	Prdx6
1.11967093733147e-265	-0.880295989810239	0.038	0.311	3.33650742615406e-261	7	Ms4a7
1.65049962875178e-251	-0.893613687097673	0.171	0.463	4.91832384371744e-247	7	Ifi27l2a
1.96193128016902e-248	-1.61008653218015	0.072	0.337	5.84635902177565e-244	7	Thbs1
3.81928178446106e-243	-1.03295567061342	0.038	0.293	1.13810777895155e-238	7	S100a4
8.79523853373799e-239	-1.55669283163791	0.086	0.35	2.62089313066858e-234	7	Pf4
9.83474183573841e-234	-0.937884991208194	0.172	0.446	2.93065471963169e-229	7	Fn1
3.10547927578781e-229	-0.761706224393118	0.016	0.254	9.25401769392009e-225	7	Clec4d
2.03939837850968e-210	-1.74292170330587	0.044	0.278	6.07720322812099e-206	7	Gpnmb
1.15884759910766e-200	-0.786206020416102	0.018	0.233	3.45324996058092e-196	7	Clec4n
1.19646530853513e-197	-0.788812332864461	0.026	0.242	3.56534697290383e-193	7	Cd24a
1.44662983609195e-178	-0.713721618817146	0.036	0.239	4.31081224857039e-174	7	F13a1
8.53704710419387e-173	-1.07988435627272	0.012	0.201	2.54395466657873e-168	7	AA467197
1.33858958915954e-170	0.782420604098493	0.605	0.465	3.98886311673651e-166	7	Fosb
2.09837868228814e-170	-0.719076101712956	0.199	0.438	6.25295863535042e-166	7	Cxcl2
2.94163351520483e-161	-1.63513070424943	0.413	0.635	8.76577371195886e-157	7	Ccl6
1.1859573024228e-147	-0.891156901536738	0.66	0.841	3.5340341654897e-143	7	Srgn
4.81279443229141e-143	-1.73007435845005	0.018	0.182	1.43416461287852e-138	7	Arg1
2.3438654353358e-133	-1.23628469170097	0.009	0.159	6.98448461075714e-129	7	Chil3
1.83741684401869e-116	-3.08952355110157	0.226	0.421	5.47531845349131e-112	7	S100a8
1.59347607350785e-106	-0.784815622587696	0.01	0.135	4.74839935144604e-102	7	Slpi
2.26350331607097e-82	-0.934482788450701	0.026	0.135	6.74501353155988e-78	7	Ifitm1
3.8572922666632e-82	-0.987917422457482	0.038	0.151	1.14943452254297e-77	7	Plac8
4.28810531582638e-61	-1.23356894878065	0.082	0.194	1.2778125030631e-56	7	H2-Ab1
2.92127021497401e-53	-1.24308624475507	0.026	0.104	8.70509311360106e-49	7	H2-Aa
3.09097175240814e-49	-0.846401103623051	0.467	0.59	9.21078672500102e-45	7	Ccl9
1.02943686157675e-48	-3.1242605963925	0.212	0.33	3.06761890381257e-44	7	S100a9
1.99581509386653e-44	0.774319637558819	0.727	0.74	5.94732939821288e-40	7	Ccl4
4.42371897256917e-43	-1.07132409515277	0.04	0.112	1.31822401663589e-38	7	Lcn2
1.999825633805e-27	-1.93859208444975	0.048	0.103	5.95928040617553e-23	7	Retnlg
0	2.66109333116097	0.941	0.114	0	8	Plac8
0	1.7460903918861	0.997	0.551	0	8	Ifitm3
0	1.67651377475991	0.959	0.251	0	8	S100a4
0	1.49689146099987	0.637	0.08	0	8	Ly6c2
0	1.47758800089797	0.961	0.588	0	8	Vim
0	1.40627413193294	0.989	0.555	0	8	Ifitm2
0	1.35523821490698	0.872	0.127	0	8	Napsa
0	1.34938608105565	0.776	0.298	0	8	Cybb
0	1.33077828263347	0.992	0.752	0	8	Tmsb10
0	1.32707799360766	0.981	0.356	0	8	S100a6
0	1.3141624783639	0.713	0.107	0	8	Ccr2
0	1.31056094060747	0.774	0.105	0	8	Hp
0	1.30259448983818	0.95	0.513	0	8	Crip1
0	1.30219680509699	0.856	0.33	0	8	S100a10
0	1.28001275533495	0.988	0.379	0	8	S100a11
0	1.25363964696976	0.814	0.303	0	8	Thbs1
0	1.22240895954406	0.918	0.49	0	8	Tgfbi
0	1.21408084370123	0.803	0.409	0	8	Samhd1
0	1.20528242162947	0.777	0.079	0	8	Ifitm6
0	1.16377567550537	0.854	0.284	0	8	Gsr
0	1.16283835371612	0.922	0.339	0	8	Cd44
0	1.12015210129645	0.842	0.218	0	8	Ahnak
0	1.11932766680586	0.748	0.168	0	8	Adgre5
0	1.07707956094969	0.502	0.113	0	8	Slpi
0	1.06906918664201	0.776	0.135	0	8	Cytip
0	1.05938545507388	0.613	0.14	0	8	Itga4
0	1.05212858681269	0.938	0.486	0	8	Anxa2
0	1.0480222728816	0.828	0.213	0	8	Emb
0	1.04524043212357	0.891	0.578	0	8	Lsp1
0	1.02224068983695	0.653	0.126	0	8	Itgal
0	1.01717907615367	0.982	0.555	0	8	Msrb1
0	1.00478701503482	0.927	0.766	0	8	Cebpb
0	0.987033824647741	0.861	0.371	0	8	Smpdl3a
0	0.981968823642874	0.779	0.121	0	8	F10
0	0.973465505959443	0.726	0.095	0	8	Ltb4r1
0	0.929790378154993	0.737	0.112	0	8	Plbd1
0	0.921053038315829	0.99	0.612	0	8	Fxyd5
0	0.892744240956614	0.793	0.295	0	8	Pla2g7
0	0.89228750561539	0.819	0.431	0	8	Ifi27l2a
0	0.883327404947412	0.856	0.422	0	8	Iqgap1
0	0.879304311103135	0.832	0.219	0	8	Emilin2
0	0.855835150882712	1	0.992	0	8	Actg1
0	0.853400769658568	0.992	0.844	0	8	Alox5ap
0	0.849742498210617	0.881	0.448	0	8	Plaur
0	0.840000183568088	0.716	0.13	0	8	Sirpb1c
0	0.82460036773407	0.818	0.415	0	8	Fn1
0	0.820402240843308	0.786	0.44	0	8	Flna
0	0.819418428728459	0.983	0.906	0	8	Prdx5
0	0.815870518439416	0.712	0.146	0	8	Gda
0	0.81179748451476	0.682	0.121	0	8	Clec4e
0	0.810259063924425	0.995	0.824	0	8	Srgn
0	0.808454697871296	1	0.975	0	8	H3f3a
0	0.804925415655876	0.927	0.699	0	8	Lst1
0	0.799419399017202	0.968	0.896	0	8	Coro1a
0	0.796985071218123	0.671	0.197	0	8	Mgst1
0	0.78952907367779	0.662	0.137	0	8	Clec4a1
0	0.779214611303596	0.633	0.207	0	8	Myo1g
0	0.778143937241822	0.408	0.042	0	8	Vcan
0	0.766013921466249	0.759	0.275	0	8	Metrnl
0	0.76223708585156	0.629	0.279	0	8	Tgm2
0	0.757458807054087	0.828	0.523	0	8	Ncf4
0	0.755806625943964	0.714	0.134	0	8	Mcemp1
0	0.748002928413661	0.959	0.816	0	8	Taldo1
0	0.735606905263853	0.695	0.317	0	8	Clec4a3
0	0.734468766868334	0.977	0.894	0	8	Btg1
0	0.724267235400694	0.991	0.539	0	8	Lgals3
0	0.709558450055394	0.545	0.12	0	8	Ms4a4c
0	0.707686036460643	0.922	0.631	0	8	Ms4a6c
0	0.704790386068031	0.191	0.019	0	8	Dmkn
0	0.700616948350398	0.681	0.166	0	8	Fgr
0	0.696716143728694	0.891	0.577	0	8	Pim1
0	-0.697288458801042	0.915	0.959	0	8	Grn
0	-0.792164691190913	0.907	0.957	0	8	Lgmn
0	-0.936107895515606	0.502	0.82	0	8	Fcrls
0	-0.946839257671544	0.718	0.917	0	8	Trem2
0	-1.05959660860443	0.415	0.786	0	8	Olfml3
0	-1.18868874553205	0.416	0.767	0	8	Syngr1
0	-1.21195603474496	0.627	0.919	0	8	Cd63
0	-1.22691403293407	0.796	0.945	0	8	Hexb
0	-1.24667245917851	0.998	0.995	0	8	Cst3
0	-1.26156560620674	0.575	0.845	0	8	Cd81
0	-1.27616498159139	0.985	0.99	0	8	Ctsd
0	-1.32387053941434	0.759	0.934	0	8	C1qb
0	-1.34379186313865	0.706	0.923	0	8	C1qc
0	-1.38728903376248	0.712	0.92	0	8	C1qa
4.37708696018755e-305	-0.774510499555854	0.741	0.882	1.30432814326629e-300	8	Ly86
4.71917384572389e-300	-1.00311102129096	0.384	0.684	1.40626661428726e-295	8	Tmem119
1.26391600813585e-267	1.71194470002352	0.373	0.142	3.76634331264403e-263	8	Chil3
1.76133791049567e-265	-0.752865366125993	0.507	0.783	5.24861083948605e-261	8	Timp2
1.71342256090296e-263	-0.793879541019594	0.359	0.657	5.10582788923474e-259	8	Serpine2
1.75074665390731e-259	-0.90261487603329	0.403	0.673	5.21704995397839e-255	8	Gpr34
7.59392271210093e-248	-0.72339162168086	0.988	0.984	2.26291302897896e-243	8	Ctsb
7.47286830257455e-230	-0.977513343625968	0.552	0.767	2.22684002548419e-225	8	Sparc
2.01104776848971e-222	-0.751639310669863	0.415	0.667	5.99272124532247e-218	8	Ltc4s
5.66493923306361e-222	-0.715917674662564	0.231	0.512	1.68809524206063e-217	8	Pmp22
5.53841525017487e-175	-0.92162045695388	0.535	0.718	1.65039236039961e-170	8	Cd83
5.48487914062097e-171	-1.64086514760415	0.587	0.745	1.63443913511364e-166	8	Ccl4
2.79455432249645e-167	-0.977989208075685	0.483	0.681	8.32749242560716e-163	8	P2ry12
2.54055101479603e-160	-1.14161166549955	0.619	0.772	7.57058796899068e-156	8	Ccl3
3.13190045347932e-152	-0.788211449636681	0.317	0.534	9.33275016132303e-148	8	Siglech
1.9159718169505e-124	-0.895101639744339	0.32	0.512	5.70940441733081e-120	8	Tnf
4.17536103034764e-122	-1.36229336345674	0.456	0.622	1.24421583343329e-117	8	Ccl12
5.19906398836431e-121	-0.723018777813323	0.312	0.511	1.54926907789268e-116	8	Il1a
3.43302584888038e-118	-0.712373632909496	0.757	0.828	1.02300737270786e-113	8	Selplg
1.37750076023031e-116	-0.929172301611542	0.96	0.918	4.10481451541031e-112	8	Apoe
1.23977966671589e-115	-0.792633250876458	0.629	0.752	3.69441942884667e-111	8	Rhob
8.79738547971414e-108	1.07961423301581	0.248	0.109	2.62153289910002e-103	8	Saa3
2.72529096160403e-89	-0.857678224545309	0.775	0.843	8.12109453648384e-85	8	Jun
6.73126686686151e-60	-0.694544512224794	0.348	0.457	2.00585021365606e-55	8	Crybb1
4.03749782793432e-53	-1.47908363024605	0.145	0.269	1.20313397774615e-48	8	Gpnmb
7.76205555984716e-26	-1.56036769692615	0.803	0.721	2.31301493627886e-21	8	Spp1
4.46761845425774e-21	-1.0683234319495	0.429	0.319	1.33130562318426e-16	8	S100a9
1.56730877843235e-16	-1.02937455471633	0.291	0.337	4.67042342885057e-12	8	Pf4
0.000373316574956037	-1.03701588751275	0.08	0.101	1	8	Retnlg
0	2.12845854272346	0.708	0.152	0	9	Arg1
0	1.93666581215835	0.693	0.171	0	9	AA467197
0	1.91231643729294	0.964	0.513	0	9	Crip1
0	1.76100925203119	0.869	0.612	0	9	Ccl6
0	1.75331682774296	0.938	0.327	0	9	S100a10
0	1.70171002502823	0.969	0.357	0	9	S100a6
0	1.67930455747055	0.878	0.412	0	9	Fn1
0	1.666349804194	0.923	0.49	0	9	Tgfbi
0	1.56042342937422	0.902	0.254	0	9	S100a4
0	1.51999574597575	0.937	0.487	0	9	Anxa2
0	1.51836693469085	0.472	0.138	0	9	Chil3
0	1.50634090987614	0.324	0.091	0	9	H2-Aa
0	1.41566575045099	0.961	0.38	0	9	S100a11
0	1.40658918058395	0.744	0.106	0	9	Ccr2
0	1.35758762006992	0.867	0.572	0	9	Ccl9
0	1.35401292948115	0.666	0.126	0	9	F10
0	1.29646350282294	0.713	0.202	0	9	Clec4n
0	1.29402036774677	0.949	0.752	0	9	Eno1
0	1.25556834502637	0.777	0.305	0	9	Thbs1
0	1.25116276497691	0.987	0.753	0	9	Tmsb10
0	1.25065250568566	0.831	0.45	0	9	Plaur
0	1.24715157828706	0.676	0.265	0	9	Ecm1
0	1.23941659167005	0.989	0.612	0	9	Fxyd5
0	1.19909287537963	0.992	0.824	0	9	Srgn
0	1.14901330305453	0.622	0.332	0	9	Hilpda
0	1.11773493268022	0.48	0.142	0	9	Rgcc
0	1.10784615883027	0.678	0.132	0	9	Sirpb1c
0	1.10639272721721	0.953	0.588	0	9	Vim
0	1.08051881229593	0.926	0.554	0	9	Ifitm3
0	1.07978363883197	0.98	0.574	0	9	Lgals1
0	1.06851211235024	0.886	0.708	0	9	Fcgr2b
0	1.06560797259528	0.984	0.539	0	9	Lgals3
0	1.04560953890665	0.933	0.584	0	9	Capg
0	1.02956250937646	0.54	0.183	0	9	Gm49339
0	1.02078486761236	0.719	0.241	0	9	Cfp
0	0.985434776275278	0.984	0.829	0	9	Cstb
0	0.978280757603145	0.661	0.213	0	9	Cd24a
0	0.955510151712412	0.973	0.886	0	9	Aldoa
0	0.935475012109514	0.794	0.486	0	9	Pid1
0	0.903724653428866	0.695	0.224	0	9	Emilin2
0	0.899672074159235	0.888	0.618	0	9	Tagln2
0	0.877264795267414	0.656	0.22	0	9	Emb
0	0.869707613405201	0.954	0.842	0	9	Ldha
0	0.858757402571534	0.499	0.105	0	9	Ltb4r1
0	0.845273952990857	0.636	0.279	0	9	Tgm2
0	0.821586961172633	0.769	0.345	0	9	Cd44
0	0.820622471753576	0.867	0.681	0	9	Fkbp1a
0	0.813910910567681	0.758	0.446	0	9	Sh3bgrl
0	0.811211725447793	0.952	0.79	0	9	Tspo
0	0.810928257046787	0.972	0.904	0	9	Pkm
0	0.805664322409435	0.945	0.816	0	9	Mif
0	0.803947245674433	0.94	0.771	0	9	Txn1
0	0.800256290993952	0.954	0.75	0	9	Emp3
0	0.796766735760788	0.869	0.715	0	9	Tpi1
0	0.792592601024586	0.605	0.206	0	9	Emp1
0	0.77094052249992	0.754	0.533	0	9	Eif4ebp1
0	0.765095887838379	0.684	0.325	0	9	Gsn
0	0.764804320485152	0.881	0.559	0	9	Ifitm2
0	0.753962345044138	0.811	0.676	0	9	Pitpna
0	0.744535138182384	0.883	0.714	0	9	Aprt
0	0.735952537750693	0.31	0.077	0	9	Mmp19
0	0.735853953439672	0.813	0.581	0	9	Prdx6
0	0.732425089469966	0.932	0.836	0	9	Cd14
0	0.730783835791866	0.637	0.227	0	9	Ahnak
0	0.728324460197623	0.965	0.846	0	9	Alox5ap
0	0.718794458526736	0.506	0.128	0	9	Clec4e
0	0.718245790006551	0.994	0.958	0	9	Calm1
0	0.704594245980986	0.951	0.859	0	9	Myl12a
0	0.698383709010768	0.544	0.152	0	9	Gda
0	-0.69525935420432	0.589	0.887	0	9	Unc93b1
0	-0.695847092249123	0.176	0.585	0	9	Golm1
0	-0.701489718258208	0.292	0.726	0	9	Tmem176b
0	-0.706088557368955	0.345	0.72	0	9	Scamp2
0	-0.711045997466431	0.069	0.507	0	9	Ctsf
0	-0.726678284313116	0.531	0.824	0	9	Itgb5
0	-0.728010684151689	0.182	0.61	0	9	Ppfia4
0	-0.730390405365494	0.12	0.522	0	9	Arhgap5
0	-0.733772756816274	0.083	0.517	0	9	Ecscr
0	-0.737657454072154	0.224	0.674	0	9	Ltc4s
0	-0.741011074283765	0.111	0.526	0	9	Frmd4a
0	-0.75234064043517	0.687	0.919	0	9	Rgs10
