p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0	-0.768157355424604	0.106	0.52	0	9	P2ry13
0	-0.790741383495638	0.234	0.658	0	9	Pou2f2
0	-0.79562596669657	0.866	0.953	0	9	Ctsl
0	-0.79850493881389	0.247	0.642	0	9	Zfhx3
0	-0.802189150295503	0.343	0.794	0	9	Rnase4
0	-0.819442795545303	0.49	0.89	0	9	Aif1
0	-0.836086378365649	0.205	0.638	0	9	Ptgs1
0	-0.839550684481127	0.411	0.787	0	9	Man2b1
0	-0.867182944280738	0.118	0.536	0	9	Gpr84
0	-0.867186715642266	0.401	0.825	0	9	Glul
0	-0.871515288880411	0.216	0.736	0	9	Scoc
0	-0.880834363214861	0.874	0.958	0	9	Lgmn
0	-0.887080843286937	0.109	0.577	0	9	Slco2b1
0	-0.887141021232103	0.098	0.589	0	9	Gas6
0	-0.895814612560631	0.364	0.752	0	9	Epb41l2
0	-0.903561923952381	0.633	0.919	0	9	Cd63
0	-0.906400158169191	0.284	0.695	0	9	Nfkbiz
0	-0.911146952328448	0.393	0.767	0	9	Kctd12
0	-0.917855588495291	0.112	0.586	0	9	Arsb
0	-0.922724436850753	0.942	0.987	0	9	Itm2b
0	-0.940428244522243	0.419	0.818	0	9	Qk
0	-0.957741285831096	0.52	0.872	0	9	Serinc3
0	-0.961058171136933	0.406	0.849	0	9	Abhd12
0	-0.982980219829696	0.26	0.74	0	9	Lpcat2
0	-1.00500505049779	0.397	0.826	0	9	Bin1
0	-1.00923469116107	0.475	0.821	0	9	mt-Nd3
0	-1.04213324600504	0.121	0.63	0	9	Plxdc2
0	-1.0617538798417	0.197	0.736	0	9	Hpgds
0	-1.06555192968816	0.793	0.942	0	9	mt-Nd2
0	-1.10997405902068	0.648	0.92	0	9	Trem2
0	-1.11532133096221	0.254	0.792	0	9	Timp2
0	-1.1290512228407	0.274	0.773	0	9	Syngr1
0	-1.12933004612157	0.271	0.759	0	9	Mef2c
0	-1.154754425038	0.379	0.818	0	9	Ckb
0	-1.18212075190627	0.07	0.468	0	9	Crybb1
0	-1.1849804248671	0.684	0.892	0	9	Csf1r
0	-1.19699306499903	0.117	0.667	0	9	Serpine2
0	-1.20893000010845	0.214	0.691	0	9	Tmem119
0	-1.21550911242369	0.981	0.99	0	9	Ctsd
0	-1.21869312618478	0.169	0.748	0	9	Ldhb
0	-1.22177021774689	0.067	0.544	0	9	Siglech
0	-1.32699643613338	0.408	0.895	0	9	Selenop
0	-1.37097448995217	0.509	0.891	0	9	Ly86
0	-1.41714892249266	0.399	0.871	0	9	Marcks
0	-1.43559363787539	0.127	0.684	0	9	Gpr34
0	-1.44602539948256	0.625	0.939	0	9	C1qb
0	-1.53639052290922	0.196	0.794	0	9	Olfml3
0	-1.60051325160223	0.315	0.791	0	9	Cx3cr1
0	-1.69037832015205	0.243	0.83	0	9	Fcrls
0	-1.70139361706189	0.257	0.678	0	9	Egr1
0	-1.73772737401623	0.99	0.995	0	9	Cst3
0	-1.74837806043049	0.554	0.929	0	9	C1qc
0	-1.76235985549968	0.378	0.853	0	9	Cd81
0	-1.77097851331601	0.544	0.927	0	9	C1qa
0	-1.7739111232487	0.187	0.692	0	9	P2ry12
0	-1.8221164329604	0.727	0.948	0	9	Hexb
0	-2.18257548282265	0.235	0.779	0	9	Sparc
1.16099293010029e-300	-0.725067254172483	0.113	0.517	3.45964283240585e-296	9	Pmp22
3.3167540214166e-300	-1.16543473915319	0.438	0.759	9.88359530841932e-296	9	Rhob
1.5866639182931e-299	-0.697884957234489	0.239	0.63	4.7280998101216e-295	9	Cfh
8.68919591196297e-298	-0.721682592611489	0.057	0.448	2.58929348980584e-293	9	Lag3
6.79323707787816e-297	-1.36667589318324	0.611	0.85	2.02431671683691e-292	9	Jun
1.09059013821205e-295	1.3674738917545	0.284	0.078	3.24984955285808e-291	9	H2-Eb1
1.89468540588827e-286	-0.741661130559252	0.261	0.643	5.64597304100645e-282	9	Icam1
2.63028806770522e-279	-0.92249975565711	0.557	0.835	7.83799541295477e-275	9	Selplg
1.43126740070785e-275	0.777920049529566	0.788	0.581	4.26503372736933e-271	9	Pim1
3.01042324862742e-274	0.738678799642053	0.552	0.283	8.97076023858485e-270	9	Metrnl
8.39665570124756e-271	0.883822022325775	0.689	0.395	2.50211943241476e-266	9	Il1b
1.51915657976689e-263	0.804395537818021	0.553	0.299	4.52693469204735e-259	9	Lmna
1.85793778216385e-261	0.701000748836433	0.586	0.341	5.53646879707007e-257	9	Pilra
5.73652043334128e-252	-0.819489870097257	0.604	0.832	1.70942572393137e-247	9	Zfp36
1.57176710879912e-246	1.23253827314928	0.828	0.77	4.68370880751049e-242	9	Cebpb
1.32361738850956e-239	0.884707849981479	0.236	0.063	3.94424745601964e-235	9	Cxcl3
2.4475824804566e-238	0.702940328371273	0.798	0.654	7.29355103351262e-234	9	Cox17
6.4417518412282e-238	-1.04353924436267	0.873	0.921	1.91957763116759e-233	9	Apoe
7.12198878525286e-233	-1.04273525194958	0.484	0.778	2.1222814381175e-228	9	Ccl3
8.59772612523524e-224	0.702439120939194	0.582	0.357	2.56203640805885e-219	9	Slc16a3
4.46300868666726e-221	-0.779039835499293	0.392	0.724	1.32993195853998e-216	9	Cd83
2.89895820822823e-202	1.56738024033025	0.386	0.18	8.6386055646993e-198	9	H2-Ab1
1.79900008076674e-200	-0.742255200766558	0.577	0.783	5.3608403406768e-196	9	Ier5
3.31512059697997e-199	-0.837479957017994	0.621	0.805	9.87872786694061e-195	9	Ier2
3.33175079067806e-189	-1.37876179570337	0.33	0.626	9.92828418114155e-185	9	Ccl12
4.15413969009168e-175	1.81339379578249	0.571	0.414	1.23789208625042e-170	9	Cd74
4.98743716358535e-175	-0.81520538338097	0.214	0.516	1.4862064003768e-170	9	Tnf
2.75025170104583e-163	-0.776643583846846	0.631	0.804	8.19547504394648e-159	9	Btg2
2.21502928902409e-160	-0.859954483364753	0.407	0.671	6.60056577836287e-156	9	Klf2
9.18361282039266e-140	0.929765541122341	0.663	0.498	2.73662478434881e-135	9	Ccl2
1.20402060873383e-131	-1.43477017166142	0.605	0.402	3.58786101196595e-127	9	S100a8
3.65834249086781e-129	-1.20042706883138	0.565	0.746	1.0901494788537e-124	9	Ccl4
1.90208774930949e-106	-0.696312785701822	0.149	0.375	5.66803128416736e-102	9	Apoc1
7.06618410041121e-103	0.846304581556162	0.593	0.417	2.10565220008154e-98	9	Cxcl2
1.94402485753053e-78	1.16754357039464	0.183	0.081	5.79299967295523e-74	9	Ccl24
4.31361099860917e-66	0.813210889030417	0.216	0.11	1.28541294147555e-61	9	Saa3
2.27803695311492e-50	-2.09613003838379	0.438	0.319	6.78832231658714e-46	9	S100a9
5.00796601289382e-23	-0.801231823841714	0.474	0.591	1.49232379218223e-18	9	Fabp5
6.58834177821398e-20	-0.948780547361765	0.194	0.267	1.96325996648998e-15	9	Gpnmb
0.00579834932085497	-0.736671925394284	0.127	0.108	1	9	Lcn2
0	2.54608507781948	0.969	0.178	0	10	Mrc1
0	2.30987377693362	0.994	0.311	0	10	Pf4
0	1.91775858154442	0.956	0.201	0	10	F13a1
0	1.87390922940185	0.727	0.02	0	10	Lyve1
0	1.80511342723508	0.983	0.492	0	10	Dab2
0	1.66800484516885	0.969	0.577	0	10	Stab1
0	1.60109283386896	0.834	0.234	0	10	Hgsnat
0	1.47824922409231	0.792	0.07	0	10	Ednrb
0	1.4480964933719	0.916	0.304	0	10	Igfbp4
0	1.4353104430415	0.965	0.515	0	10	Fcgrt
0	1.31093255558405	0.821	0.154	0	10	Folr2
0	1.27947124741883	0.693	0.016	0	10	Cd163
0	1.26421533349106	0.97	0.621	0	10	Maf
0	1.25372304044778	0.67	0.04	0	10	Fcna
0	1.18621577582235	0.942	0.558	0	10	Gas6
0	1.1816409552307	0.941	0.619	0	10	Ehd4
0	1.17873114891364	0.728	0.062	0	10	Cbr2
0	1.17594962104861	0.957	0.271	0	10	Ms4a7
0	1.157151230192	0.872	0.431	0	10	Ifi27l2a
0	1.12702488943937	0.892	0.279	0	10	Serpinb6a
0	1.09388968610384	0.962	0.552	0	10	Blvrb
0	1.09306327642053	0.684	0.185	0	10	Ccl7
0	1.07823485575512	0.956	0.636	0	10	Snx2
0	1.05608454027202	0.968	0.557	0	10	Ifitm2
0	1.02342706409464	0.62	0.089	0	10	C4b
0	1.02215090577914	0.904	0.358	0	10	Ap2a2
0	1.01118717341317	0.873	0.246	0	10	Wwp1
0	0.986037682919298	0.797	0.147	0	10	Pltp
0	0.951863075208342	0.813	0.153	0	10	Cd38
0	0.92655924484145	0.881	0.27	0	10	Smagp
0	0.924165116989973	0.991	0.872	0	10	Selenop
0	0.901964326208056	0.957	0.487	0	10	Ms4a6b
0	0.862325336449821	0.672	0.033	0	10	Clec10a
0	0.830157283685677	0.829	0.132	0	10	Clec4a1
0	0.823240334819117	0.963	0.761	0	10	Cltc
0	0.818268210353395	0.993	0.874	0	10	Ctsc
0	0.799736142291988	0.929	0.6	0	10	Snx6
0	0.798328781283125	0.749	0.098	0	10	Colec12
0	0.782267090325946	0.611	0.066	0	10	Ccl24
0	0.762904009661748	0.863	0.296	0	10	Cybb
0	0.757612514491387	0.819	0.246	0	10	Stard8
0	0.746584221270311	0.839	0.492	0	10	Ccl2
0	0.728106288114703	0.922	0.519	0	10	Nrp1
0	0.726364729512382	0.733	0.119	0	10	Cd36
0	0.716938621446889	0.951	0.706	0	10	Fcgr2b
0	0.713365618801218	0.865	0.309	0	10	Ifi207
0	0.709268598434288	0.925	0.604	0	10	Cfh
0	-0.743326540751517	0.699	0.874	0	10	Bcl2a1b
0	-0.947256010201636	0.997	0.975	0	10	Ctss
0	-1.1081957356576	0.996	0.989	0	10	Ctsd
0	-1.12273009870509	0.672	0.83	0	10	Selplg
0	-1.22017424950338	0.454	0.783	0	10	Olfml3
0	-1.28020878493633	0.954	0.939	0	10	Hexb
0	-1.43399022272671	0.648	0.945	0	10	Cd9
2.57115450890364e-294	-1.06179738811233	0.394	0.683	7.66178332108195e-290	10	Tmem119
4.51814369407528e-293	-1.09407348477566	0.864	0.834	1.34636163939749e-288	10	Cd81
8.6802802944765e-289	-0.748336800723151	0.432	0.716	2.58663672495105e-284	10	Gngt2
1.08993885409651e-284	-0.853846800466079	0.536	0.733	3.2479087913222e-280	10	Ldhb
1.44292375946676e-283	-0.89748609323129	0.361	0.656	4.29976851083499e-279	10	Serpine2
1.76668522256962e-267	-1.14034776415756	1	0.995	5.26454529473521e-263	10	Cst3
1.65435191771743e-252	-0.721479616780615	0.888	0.945	4.92980327960618e-248	10	Cd52
1.62710275721152e-245	-0.850205185929475	0.501	0.702	4.84860350621462e-241	10	Sgk1
1.87880622503672e-243	-1.25283007000756	0.67	0.762	5.59865466998693e-239	10	Sparc
3.42762371047624e-241	-1.00726134183997	0.639	0.758	1.02139758948482e-236	10	Syngr1
9.47122739323584e-232	0.871850044083492	0.709	0.414	2.82233105091035e-227	10	Cxcl2
2.54681690576484e-207	-0.726758207719148	0.755	0.808	7.58925969748866e-203	10	Basp1
8.16447939052689e-178	-0.747575896822822	0.958	0.944	2.43293321358311e-173	10	Rpl13a
4.09771182721915e-175	-1.05441093608815	0.661	0.765	1.22107714739303e-170	10	Tmsb10
2.90953967463504e-138	0.87030938754495	0.286	0.108	8.67013727644496e-134	10	Saa3
8.22975136358017e-133	-0.80223392273735	0.314	0.51	2.45238360883325e-128	10	Il1a
6.18750625957287e-130	-0.700681908507326	0.35	0.526	1.84381499029012e-125	10	Gpr84
1.44195025521741e-122	-0.809918203865151	0.369	0.532	4.29686756552237e-118	10	Siglech
3.41449300888758e-101	-0.790872503684533	0.049	0.236	1.01748477171841e-96	10	Cd24a
4.91385120311048e-91	-2.10956410335648	0.733	0.723	1.46427852001489e-86	10	Spp1
9.75951335174427e-89	-1.73266145366489	0.095	0.27	2.90823738368628e-84	10	Gpnmb
1.86767032710846e-68	-0.937787903018521	0.049	0.195	5.5654708077505e-64	10	AA467197
4.33344614226114e-67	-1.52977030039176	0.489	0.558	1.2913236159324e-62	10	Lgals3
7.13270496784682e-67	-1.15475105785611	0.023	0.155	2.12547475336868e-62	10	Chil3
3.88480521392482e-62	-1.01312437648689	0.688	0.741	1.15763310569746e-57	10	Ccl4
7.18177671907218e-45	-0.774928064387117	0.398	0.455	2.14009764451632e-40	10	Crybb1
2.06318670975603e-38	-0.869401675553453	0.798	0.669	6.14809007640199e-34	10	P2ry12
2.29101325288919e-32	-1.53535627828672	0.63	0.585	6.82699039228449e-28	10	Fabp5
5.263164300584e-32	-1.06514304502113	0.085	0.176	1.56837032993103e-27	10	Arg1
1.24008214523981e-29	-1.18434990754817	0.246	0.325	3.69532078460012e-25	10	Thbs1
5.80735654439041e-19	-0.727886883479559	0.072	0.13	1.7305341766629e-14	10	Slpi
1.24528310142746e-17	-0.697373420871338	0.589	0.413	3.71081911394367e-13	10	Cd74
6.7089968882502e-13	-0.795561548744238	0.911	0.827	1.99921398272968e-08	10	Srgn
1.40767016288144e-11	-0.753659871390738	0.19	0.127	4.19471631837041e-07	10	Ifitm1
1.73704247619429e-10	-1.94306315404249	0.063	0.101	5.17621287481137e-06	10	Retnlg
4.53872231723003e-10	-2.67689774990207	0.416	0.409	1.35249386331138e-05	10	S100a8
2.92863145855805e-09	-1.18467905128333	0.43	0.401	8.72702888335714e-05	10	S100a11
4.85749960902574e-06	-0.831471443001561	0.159	0.189	0.144748630849358	10	H2-Ab1
0.000505998805217092	-1.06451370496165	0.41	0.379	1	10	S100a6
0.000532192584292141	-0.965093637182307	0.091	0.109	1	10	Lcn2
0	-0.704150710136652	0.801	0.981	0	11	H2-D1
0	-0.777069044894387	0.864	0.985	0	11	Psap
0	-0.928796819007451	0.371	0.788	0	11	Dusp1
0	-0.937289900527841	0.278	0.74	0	11	Neat1
0	-0.943187653041517	0.807	0.998	0	11	Malat1
0	-0.958670375280722	0.233	0.754	0	11	Xist
0	-2.35954725790328	0.678	0.897	0	11	Lyz2
5.96224433842279e-305	-0.715924903425341	0.682	0.973	1.77668919040661e-300	11	Junb
3.48209053518927e-296	-0.823651464787038	0.564	0.909	1.03762815858105e-291	11	Btg1
5.38672273689973e-288	-0.990309346520817	0.323	0.729	1.60518950836875e-283	11	Atf3
9.25612918964375e-283	-1.0479933471058	0.355	0.723	2.75823393722194e-278	11	Cd83
5.87958065183051e-274	-0.755220522937712	0.423	0.812	1.75205623843897e-269	11	Klf6
2.25167922313262e-273	-0.772062960291974	0.938	0.986	6.70977891701289e-269	11	Ctsb
6.32570876003207e-268	-0.794912586752515	0.619	0.911	1.88499795340195e-263	11	Nfkbia
3.17656126335612e-261	-0.810123104989597	0.063	0.451	9.4658349086749e-257	11	Iqgap1
1.57111507108131e-254	-0.774861971373402	0.216	0.602	4.68176580031519e-250	11	Pim1
4.19692662591686e-252	-0.820358834067572	0.546	0.879	1.25064216525697e-247	11	Fos
9.33520815289269e-239	-0.790066860832248	0.225	0.608	2.78179867748049e-234	11	Cdkn1a
3.89420499966776e-233	0.699959997667154	0.771	0.601	1.160434147851e-228	11	Ppp1r14b
3.92378548394769e-233	-1.47542457967651	0.185	0.542	1.16924883636157e-228	11	Crip1
1.87956115588346e-231	-1.76160097163181	0.214	0.568	5.60090428841712e-227	11	Lgals3
1.67491387053545e-230	-1.81326990459919	0.209	0.555	4.99107584280859e-226	11	Wfdc17
3.42831630285832e-227	-0.707079167423783	0.147	0.514	1.02160397508875e-222	11	Nr4a1
8.62494799423268e-221	-0.740914042595747	0.213	0.572	2.5701482528014e-216	11	Ccrl2
2.20109094814685e-217	-0.922925529315959	0.711	0.927	6.55903091638279e-213	11	Apoe
1.35575454522333e-216	-0.763962251270074	0.361	0.69	4.04001296931101e-212	11	Nfkbiz
3.0686935531812e-210	-0.953924070916011	0.308	0.638	9.14439991912465e-206	11	Fxyd5
1.9339223635521e-209	-0.829655065155269	0.463	0.755	5.76289525114891e-205	11	Plin2
3.70532543793402e-209	-0.759661810696107	0.434	0.74	1.10414992724996e-204	11	Id2
4.87539981158066e-188	-1.08752756100715	0.308	0.612	1.45282038985292e-183	11	Vim
1.59698254512943e-187	-0.982957722609446	0.193	0.514	4.75884828623118e-183	11	Anxa2
3.27570647165767e-185	-0.775335532464981	0.187	0.516	9.76127771489269e-181	11	Rgs1
3.49485243145651e-180	-0.714663609710758	0.94	0.991	1.04143107604972e-175	11	Ctsd
6.03675351890632e-174	-1.14290270667815	0.307	0.599	1.7988921810989e-169	11	Lgals1
8.0496703932665e-173	-0.708198689959479	0.069	0.371	2.39872128048949e-168	11	Cd44
5.16253599634455e-169	-0.950111773434204	0.291	0.581	1.53838410155071e-164	11	Msrb1
6.05181456507729e-169	-1.52429660358824	0.114	0.412	1.80338022224738e-164	11	S100a11
1.65832162367894e-167	-1.33753351084678	0.12	0.416	4.94163260640087e-163	11	Il1b
5.43433668456968e-159	-0.778533680208543	0.209	0.515	1.61937798863492e-154	11	Tnf
9.13752349088988e-158	-1.81471868216991	0.106	0.39	2.72289062505028e-153	11	S100a6
3.09815023608349e-155	-0.869550053111737	0.037	0.304	9.23217788850519e-151	11	Ms4a7
1.72899257443902e-149	1.46752890232273	0.772	0.61	5.15222497257084e-145	11	Ccl12
1.32055562805609e-145	-0.766481676942215	0.08	0.353	3.93512371604434e-141	11	Hilpda
1.50081295437051e-143	-1.50572217372983	0.069	0.331	4.4722725227287e-139	11	Thbs1
5.05234523156316e-136	-0.879789447992587	0.525	0.77	1.50554835555351e-131	11	Tmsb10
8.18225227163902e-136	-1.08184170393958	0.485	0.748	2.43822935442571e-131	11	Ccl4
1.36648501131291e-134	-1.7707711138872	0.032	0.272	4.07198868521135e-130	11	Gpnmb
2.20880204169156e-130	-0.738791850161454	0.64	0.846	6.58200920403668e-126	11	Cd14
3.55347365356279e-130	-1.38987053146258	0.178	0.433	1.05889961402518e-125	11	Cxcl2
2.12631890730859e-122	-0.708108267250387	0.024	0.248	6.33621771188885e-118	11	Clec4d
5.91869392695974e-122	-0.968411104894126	0.057	0.286	1.76371160329473e-117	11	S100a4
3.4993161548276e-119	-1.29638051338256	0.348	0.595	1.04276122097708e-114	11	Fabp5
4.1775239884372e-115	-0.757768161394196	0.024	0.237	1.2448603733144e-110	11	Cd24a
1.01342543417483e-110	1.26918060350471	0.364	0.208	3.01990645129758e-106	11	Nme2
1.33406770962551e-105	-0.697082190232816	0.427	0.669	3.97538836791306e-101	11	Klf2
1.03198318099306e-104	-0.94525310586453	0.645	0.837	3.07520668104121e-100	11	Srgn
1.02660844798501e-103	-1.10257499356122	0.119	0.343	3.05919051415053e-99	11	Pf4
4.67740630684095e-99	-0.735843447856101	0.286	0.514	1.39382030537554e-94	11	Tgfbi
1.39062454380728e-97	-0.728662628918273	0.036	0.228	4.14392207809133e-93	11	Clec4n
2.41344112246235e-96	-0.944868367759652	0.521	0.731	7.19181320082555e-92	11	Spp1
5.5556701744533e-93	0.843673857066029	0.31	0.167	1.65553415528534e-88	11	Gng10
6.58348662438208e-86	-0.999096059521495	0.025	0.196	1.96181317919962e-81	11	AA467197
5.24530135647877e-85	-0.752212559193093	0.697	0.84	1.56304735121711e-80	11	Cstb
1.20086841525619e-81	-0.717839758956968	0.229	0.437	3.57846779062193e-77	11	Fn1
1.94349582937338e-79	-0.821807007709733	0.157	0.357	5.79142322194973e-75	11	S100a10
1.92814765628129e-67	-1.17907659272954	0.018	0.155	5.74568720095261e-63	11	Chil3
1.5767211947419e-65	-1.58514847652402	0.036	0.178	4.69847148821138e-61	11	Arg1
1.13199577261985e-58	-0.79313472334043	0.13	0.298	3.3732342028299e-54	11	Hspa1a
1.05356669236141e-53	-0.752837488506496	0.018	0.132	3.13952338656777e-49	11	Slpi
7.27218482403547e-49	-0.951934517757647	0.036	0.149	2.16703835571433e-44	11	Plac8
1.63842478579249e-38	-0.873123144370099	0.037	0.132	4.88234201918305e-34	11	Ifitm1
3.90114951586069e-31	-1.22122379320117	0.089	0.191	1.16250354423133e-26	11	H2-Ab1
1.06548022824213e-30	-1.2285087527128	0.026	0.102	3.17502453213871e-26	11	H2-Aa
8.83644843478398e-27	-1.59384977766568	0.292	0.424	2.63317326908128e-22	11	Cd74
1.20403873920176e-19	-0.958223995898101	0.499	0.626	3.58791503894733e-15	11	Ccl6
6.47099410575304e-09	-2.7805320615277	0.328	0.412	0.000192829153357335	11	S100a8
0.00757128249003616	-1.7974458695166	0.083	0.101	1	11	Retnlg
0	1.6963505663781	0.998	0.436	0	12	Stmn1
0	1.63506568344076	0.885	0.095	0	12	Top2a
0	1.54260177071464	0.897	0.093	0	12	Pclaf
0	1.41435853887228	0.799	0.091	0	12	Mki67
0	1.241855683127	0.995	0.685	0	12	Hmgb2
0	1.22917486557527	0.804	0.048	0	12	Rrm2
0	1.16847794410582	0.915	0.177	0	12	Smc2
0	1.1033375015675	0.884	0.184	0	12	Cdk1
0	1.09336616271622	0.999	0.877	0	12	Tubb5
0	1.07168885555668	0.998	0.857	0	12	Tuba1b
0	1.05596639301955	0.737	0.115	0	12	Birc5
0	1.00944165638657	0.814	0.173	0	12	Atad2
0	0.988588594296437	0.872	0.155	0	12	Lig1
0	0.987485648976565	0.812	0.076	0	12	Tk1
0	0.961998776749808	0.862	0.144	0	12	Tyms
0	0.956514982051115	0.84	0.216	0	12	Smc4
0	0.947712547423283	0.7	0.048	0	12	Pbk
0	0.937671717408103	0.975	0.575	0	12	Dek
0	0.915092679727508	0.901	0.342	0	12	Tmpo
0	0.909312922444601	0.638	0.048	0	12	Prc1
0	0.84700941031108	0.631	0.046	0	12	Nusap1
0	0.841950035072719	0.855	0.216	0	12	Cks1b
0	0.84140159686181	0.833	0.151	0	12	Rrm1
0	0.819112449593912	0.856	0.298	0	12	Mcm3
0	0.81761133554315	0.701	0.097	0	12	Cdca8
0	0.814285223277042	0.84	0.148	0	12	Mcm5
0	0.813882790731877	0.965	0.69	0	12	Ube2s
0	0.812357179403516	0.913	0.411	0	12	Pcna
0	0.810806986140214	0.815	0.157	0	12	Mcm7
0	0.802946806312585	0.715	0.056	0	12	Clspn
0	0.799199314613022	0.814	0.129	0	12	Dut
0	0.798956774607517	0.821	0.162	0	12	Ezh2
0	0.789254641361715	0.795	0.179	0	12	Mcm6
0	0.789192574781838	0.517	0.069	0	12	Cenpf
0	0.777366514150921	0.726	0.063	0	12	Uhrf1
0	0.76641200664977	0.888	0.226	0	12	Tipin
0	0.76595670915386	0.598	0.02	0	12	Esco2
0	0.765209948362347	0.774	0.046	0	12	Rad51ap1
0	0.761774279139412	0.731	0.08	0	12	Spc24
0	0.756990546795185	0.849	0.169	0	12	Gmnn
0	0.755480633549302	0.632	0.108	0	12	Cdca3
0	0.755033366520546	0.386	0.04	0	12	Hist1h2ap
0	0.746557316984692	0.594	0.068	0	12	Cenpe
0	0.743536744204313	0.882	0.389	0	12	Cks2
0	0.740647217863395	0.928	0.462	0	12	Slbp
0	0.732835090286725	0.806	0.209	0	12	Cbx5
0	0.726350485945686	0.585	0.039	0	12	Fbxo5
0	0.721619369640583	0.842	0.372	0	12	Nasp
0	0.720824174645316	0.835	0.181	0	12	Dnajc9
0	0.720104342612073	0.579	0.15	0	12	Ube2c
0	0.710007186504424	0.632	0.079	0	12	Racgap1
0	0.708538111462362	0.996	0.897	0	12	Hmgb1
0	0.699827302704278	0.619	0.061	0	12	Tpx2
0	0.698890968738902	0.821	0.177	0	12	Fen1
2.01844128653465e-129	-1.54905256531646	0.819	0.892	6.0147531897446e-125	12	Lyz2
1.31557091022863e-117	-1.17328044238378	0.385	0.574	3.92026975539029e-113	12	Ifitm3
2.85359763766799e-111	-1.57018553700806	0.197	0.408	8.50343560048685e-107	12	S100a11
5.08956757812542e-95	-0.906671960674033	0.77	0.837	1.51664024260559e-90	12	Cstb
6.46107422738437e-79	-1.37908105405902	0.419	0.56	1.92533550901827e-74	12	Lgals3
8.44436943904266e-79	-0.768905351010647	0.061	0.235	2.51633764914032e-74	12	Cd24a
3.52473887693218e-77	-0.765970445200177	0.804	0.841	1.05033693793702e-72	12	Cd14
3.89024528277218e-75	-1.54107834153937	0.157	0.327	1.15925419181328e-70	12	Thbs1
1.02519930264611e-74	-0.911558436910273	0.475	0.574	3.05499140195515e-70	12	Msrb1
9.26120887957532e-71	-1.12075264561676	0.776	0.832	2.75974763402465e-66	12	Srgn
3.29655217632284e-70	-1.8038584722926	0.234	0.385	9.82339583022443e-66	12	S100a6
9.64585890463792e-64	-1.34880263463855	0.421	0.547	2.87436949499305e-59	12	Wfdc17
5.0322560119175e-62	-0.699674447899822	0.094	0.245	1.4995619689913e-57	12	Clec4d
4.71839544875907e-59	-0.734385553683529	0.081	0.226	1.40603465977571e-54	12	Clec4n
3.57469689307718e-55	-3.05966731711476	0.276	0.414	1.06522392716807e-50	12	S100a8
4.92063500596894e-54	-1.01456826012207	0.06	0.194	1.46630002542869e-49	12	AA467197
1.56664025087351e-53	-1.01870818879534	0.228	0.354	4.66843128357796e-49	12	S100a10
2.29909885931338e-53	-1.20963758920498	0.03	0.154	6.85108469086793e-49	12	Chil3
3.11558884218023e-52	-0.818076470007961	0.398	0.507	9.28414319081286e-48	12	Anxa2
3.89604922258329e-50	-0.752633670306571	0.486	0.574	1.16098370783759e-45	12	Ifitm2
1.68487390051964e-46	-0.736785169394238	0.327	0.45	5.02075573615847e-42	12	Ifi27l2a
9.43647191898601e-46	-0.826396374874512	0.536	0.604	2.81197426713864e-41	12	Vim
4.45412404381063e-35	-1.60986258449993	0.076	0.176	1.32728442381513e-30	12	Arg1
1.07127821344482e-34	-0.758828882053275	0.039	0.131	3.19230194824421e-30	12	Slpi
2.72685996957083e-32	-1.0330284035526	0.471	0.531	8.12577002332413e-28	12	Crip1
1.55067262259721e-26	-2.95996070005594	0.236	0.326	4.62084934807742e-22	12	S100a9
4.66720311269292e-22	-0.706348809308586	0.488	0.507	1.39077985555136e-17	12	Tgfbi
1.43370310571507e-19	-0.85226393155784	0.065	0.131	4.27229188472034e-15	12	Ifitm1
9.7270824224393e-19	-0.897665310737727	0.082	0.147	2.89857329106269e-14	12	Plac8
4.88424609915275e-17	-1.92413145779933	0.046	0.102	1.45545649508653e-12	12	Retnlg
5.28937878451297e-17	-0.854380342622195	0.138	0.204	1.57618198399702e-12	12	Ccl7
5.51325474207453e-17	-1.51384127155569	0.653	0.621	1.64289478059079e-12	12	Ccl6
9.1697342838615e-16	-0.800441701940927	0.232	0.28	2.73248911924789e-11	12	S100a4
2.53967744477052e-14	-0.701717473964608	0.834	0.759	7.56798481767168e-10	12	Tmsb10
9.47648972046252e-14	-1.07406228810772	0.059	0.11	2.82389917180063e-09	12	Lcn2
5.02241338266694e-13	-1.213683960976	0.222	0.266	1.49662896390092e-08	12	Gpnmb
1.10982138886151e-10	-0.717469022422357	0.255	0.294	3.3071567566684e-06	12	Hspa1a
6.2696956595146e-09	-0.974502449580349	0.623	0.582	0.000186830660957876	12	Ccl9
1.19221775788816e-08	-1.76490387701546	0.415	0.42	0.000355268969673093	12	Cd74
3.43669732298102e-07	-1.22320268273261	0.069	0.101	0.0102410143527511	12	H2-Aa
1.4425702333293e-06	-1.07425862340966	0.614	0.586	0.0429871503829799	12	Fabp5
0.000820087534418334	-1.01331451942384	0.34	0.335	1	12	Pf4
0	4.80318389843117	0.859	0.079	0	13	Retnlg
0	4.72184249423501	0.99	0.305	0	13	S100a9
0	4.40009811165293	0.995	0.393	0	13	S100a8
0	3.38646713546277	0.897	0.086	0	13	Lcn2
0	3.35540811875031	0.515	0.065	0	13	Ngp
0	3.26603083035526	0.903	0.061	0	13	Wfdc21
0	3.20417128854293	0.869	0.057	0	13	G0s2
0	2.72428367720159	0.753	0.112	0	13	Ifitm1
